Hand Direction_X,Hand Direction_Y,Hand Direction_Z,THUMB_X,THUMB_Y,THUMB_Z,INDEX_X,INDEX_Y,INDEX_Z,MIDDLE_X,MIDDLE_Y,MIDDLE_Z,RING_X,RING_Y,RING_Z,PINKY_X,PINKY_Y,PINKY_Z,RESULT
0.10776143,-0.8723366,-0.47688186,0.26935115,-0.960551,-0.06922232,-0.32121554,-0.53463537,0.78165567,-0.08704847,0.63627416,0.76653624,-0.013129566,0.64812136,0.7614239,0.09992305,0.5036034,0.85813695,0
0.10766114,-0.8717742,-0.47793183,0.26797712,-0.96090585,-0.06962879,-0.32144123,-0.5367992,0.7800783,-0.086967506,0.6349735,0.7676231,-0.013077674,0.64701766,0.7623629,0.100408345,0.5026134,0.8586605,0
0.10745591,-0.871419,-0.47862524,0.26674005,-0.9612372,-0.069805205,-0.3211992,-0.539118,0.7785775,-0.08666664,0.6342271,0.76827395,-0.012792653,0.646429,0.7628669,0.10095478,0.5021804,0.8588498,0
0.10706738,-0.8712137,-0.4790859,0.26566795,-0.96155024,-0.069582604,-0.32133082,-0.54013157,0.7778203,-0.08619763,0.6331996,0.76917374,-0.012332602,0.6457174,0.7634769,0.10183476,0.5014867,0.8591512,0
0.106214754,-0.87117976,-0.47933725,0.26450217,-0.96192527,-0.0688358,-0.32309002,-0.5378731,0.7786562,-0.085279115,0.63255954,0.7698025,-0.011472673,0.6447956,0.76426893,0.10337484,0.50021136,0.8597106,0
0.10572804,-0.87135094,-0.47913373,0.2625147,-0.9625639,-0.06750419,-0.32439548,-0.5378349,0.7781396,-0.08513761,0.6315104,0.77067906,-0.01139931,0.64406353,0.7648871,0.103999,0.49919924,0.8602234,0
0.105505966,-0.87106764,-0.47969744,0.2616478,-0.9628609,-0.06662835,-0.32633525,-0.538091,0.7771508,-0.08473385,0.6290708,0.77271605,-0.011343703,0.6420421,0.76658547,0.10485177,0.49670506,0.86156267,0
0.104964525,-0.87098676,-0.4799631,0.2592947,-0.9635963,-0.06518012,-0.32708007,-0.54248136,0.77377814,-0.084005505,0.6283681,0.77336705,-0.011034361,0.6413952,0.76713127,0.1054871,0.4959031,0.86194694,0
0.10464731,-0.8707954,-0.48037925,0.2567403,-0.96437204,-0.06380443,-0.3272782,-0.55013156,0.7682736,-0.08379159,0.6282254,0.77350616,-0.011029782,0.6410335,0.7674337,0.10568115,0.49560237,0.86209613,0
0.10477499,-0.87045383,-0.4809702,0.25506088,-0.96488637,-0.06275579,-0.32691827,-0.56191427,0.7598531,-0.08441069,0.628284,0.7733913,-0.011575505,0.6408415,0.767586,0.10509228,0.4959115,0.86199033,0
0.105107725,-0.8696736,-0.4823072,0.25405055,-0.96513695,-0.06300034,-0.32667992,-0.575351,0.7498343,-0.0856899,0.6294553,0.7722974,-0.012430035,0.640919,0.76750785,0.10395505,0.49671417,0.861666,0
